	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU5415	k__Fungi	p__Ascomycota					
OTU5416	k__Fungi	p__Ascomycota					
OTU5417	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5418	k__Fungi	p__Chytridiomycota					
OTU5419	k__Fungi	p__Ascomycota					
OTU5420	k__Fungi	p__Ascomycota					
OTU5421	k__Fungi						
OTU5422	k__Fungi						
OTU5423	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5424	k__Fungi	p__Ascomycota					
OTU5425	k__Fungi						
OTU5426	k__Fungi	p__Ascomycota					
OTU5427	k__Fungi	p__Chytridiomycota					
OTU5428	k__Fungi						
OTU5429	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5430	k__Fungi						
OTU5431	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5432	k__Fungi	p__Chytridiomycota					
OTU5433	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5434	k__Fungi						
OTU5435	k__Fungi						
OTU5436	k__Fungi						
OTU5437	k__Fungi						
OTU5438	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Metschnikowia	
OTU5439	k__Fungi	p__Ascomycota					
OTU5440	k__Fungi						
OTU5441	k__Fungi						
OTU5442	k__Fungi	p__Ascomycota					
OTU5443	k__Fungi	p__Ascomycota					
OTU5444	k__Fungi	p__Ascomycota					
OTU5445	k__Fungi	p__Ascomycota					
OTU5446	k__Fungi						
OTU5447	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5448	k__Fungi						
OTU5449	k__Fungi						
OTU5450	k__Fungi						
OTU5451	k__Fungi						
OTU5452	k__Fungi						
OTU5453	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5454	k__Fungi						
OTU5455	k__Fungi						
OTU5456	k__Fungi						
OTU5457	k__Fungi						
OTU5458	k__Fungi	p__Ascomycota					
OTU5459	k__Fungi						
OTU5460	k__Fungi	p__Ascomycota					
OTU5461	k__Fungi						
OTU5462	k__Fungi						
OTU5463	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5464	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5465	k__Fungi	p__Ascomycota					
OTU5466	k__Fungi						
OTU5467	k__Fungi	p__Ascomycota					
OTU5468	k__Fungi	p__Ascomycota					
OTU5469	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5470	k__Fungi						
OTU5471	k__Fungi						
OTU5472	k__Fungi						
OTU5473	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5474	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5475	k__Fungi						
OTU5476	k__Fungi						
OTU5477	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5478	k__Fungi	p__Ascomycota					
OTU5479	k__Fungi						
OTU5480	k__Fungi						
OTU5481	k__Fungi						
OTU5482	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis			
OTU5483	k__Fungi						
OTU5484	k__Fungi	p__Chytridiomycota					
OTU5485	k__Fungi						
OTU5486	k__Fungi	p__Chytridiomycota					
OTU5487	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__diffluens
OTU5488	k__Fungi						
OTU5489	k__Fungi	p__Ascomycota					
OTU5490	k__Fungi	p__Chytridiomycota					
OTU5491	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5492	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5493	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5494	k__Fungi						
OTU5495	k__Fungi	p__Ascomycota					
OTU5496	k__Fungi	p__Chytridiomycota					
OTU5497	k__Fungi						
OTU5498	k__Fungi						
OTU5499	k__Fungi						
OTU5500	k__Fungi						
OTU5501	k__Fungi						
OTU5502	k__Fungi						
OTU5503	k__Fungi	p__Ascomycota					
OTU5504	k__Fungi						
OTU5505	k__Fungi						
OTU5506	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5507	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5508	k__Fungi	p__Ascomycota					
OTU5509	k__Fungi	p__Chytridiomycota					
OTU5510	k__Fungi	p__Chytridiomycota					
OTU5511	k__Fungi	p__Ascomycota					
OTU5512	k__Fungi	p__Ascomycota					
OTU5513	k__Fungi	p__Chytridiomycota					
OTU5514	k__Fungi	p__Ascomycota					
OTU5515	k__Fungi						
OTU5516	k__Fungi						
OTU5517	k__Fungi						
OTU5518	k__Fungi						
OTU5519	k__Fungi						
OTU5520	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5521	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5522	k__Fungi						
OTU5523	k__Fungi						
OTU5524	k__Fungi	p__Ascomycota					
OTU5525	k__Fungi						
OTU5526	k__Fungi	p__Ascomycota					
OTU5527	k__Fungi						
OTU5528	k__Fungi						
OTU5529	k__Fungi						
OTU5530	k__Fungi	p__Ascomycota					
OTU5531	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5532	k__Fungi						
OTU5533	k__Fungi						
OTU5534	k__Fungi	p__Ascomycota					
OTU5535	k__Fungi						
OTU5536	k__Fungi						
OTU5537	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5538	k__Fungi						
OTU5539	k__Fungi	p__Chytridiomycota					
OTU5540	k__Fungi	p__Chytridiomycota					
OTU5541	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales			
OTU5542	k__Fungi						
OTU5543	k__Fungi						
OTU5544	k__Fungi						
OTU5545	k__Fungi						
OTU5546	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5547	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5548	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5549	k__Fungi						
OTU5550	k__Fungi						
OTU5551	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5552	k__Fungi	p__Chytridiomycota					
OTU5553	k__Fungi	p__Ascomycota					
OTU5554	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5555	k__Fungi	p__Ascomycota					
OTU5556	k__Fungi	p__Ascomycota					
OTU5557	k__Fungi	p__Ascomycota					
OTU5558	k__Fungi						
OTU5559	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5560	k__Fungi						
OTU5561	k__Fungi						
OTU5562	k__Fungi						
OTU5563	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5564	k__Fungi	p__Ascomycota					
OTU5565	k__Fungi	p__Ascomycota					
OTU5566	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5567	k__Fungi						
OTU5568	k__Fungi						
OTU5569	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5570	k__Fungi						
OTU5571	k__Fungi						
OTU5572	k__Fungi	p__Ascomycota					
OTU5573	k__Fungi	p__Chytridiomycota					
OTU5574	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5575	k__Fungi						
OTU5576	k__Fungi						
OTU5577	k__Fungi						
OTU5578	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5579	k__Fungi						
OTU5580	k__Fungi						
OTU5581	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5582	k__Fungi						
OTU5583	k__Fungi	p__Ascomycota					
OTU5584	k__Fungi						
OTU5585	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5586	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__podocarpi
OTU5587	k__Fungi						
OTU5588	k__Fungi						
OTU5589	k__Fungi						
OTU5590	k__Fungi						
OTU5591	k__Fungi	p__Chytridiomycota					
OTU5592	k__Fungi						
OTU5593	k__Fungi	p__Ascomycota					
OTU5594	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5595	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5596	k__Fungi						
OTU5597	k__Fungi						
OTU5598	k__Fungi						
OTU5599	k__Fungi						
OTU5600	k__Fungi	p__Ascomycota					
OTU5601	k__Fungi						
OTU5602	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5603	k__Fungi	p__Ascomycota					
OTU5604	k__Fungi						
OTU5605	k__Fungi						
OTU5606	k__Fungi						
OTU5607	k__Fungi						
OTU5608	k__Fungi						
OTU5609	k__Fungi						
OTU5610	k__Fungi						
OTU5611	k__Fungi						
OTU5612	k__Fungi						
OTU5613	k__Fungi						
OTU5614	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5615	k__Fungi	p__Chytridiomycota					
OTU5616	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5617	k__Fungi						
OTU5618	k__Fungi						
OTU5619	k__Fungi						
OTU5620	k__Fungi						
OTU5621	k__Fungi						
OTU5622	k__Fungi						
OTU5623	k__Fungi	p__Ascomycota					
OTU5624	k__Fungi						
OTU5625	k__Fungi	p__Chytridiomycota					
OTU5626	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5627	k__Fungi						
OTU5628	k__Fungi						
OTU5629	k__Fungi						
OTU5630	k__Fungi						
OTU5631	k__Fungi	p__Chytridiomycota					
OTU5632	k__Fungi	p__Chytridiomycota					
OTU5633	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5634	k__Fungi						
OTU5635	k__Fungi						
OTU5636	k__Fungi	p__Ascomycota					
OTU5637	k__Fungi						
OTU5638	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5639	k__Fungi	p__Ascomycota					
OTU5640	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cladosporium	s__cladosporioides
OTU5641	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5642	k__Fungi	p__Ascomycota					
OTU5643	k__Fungi						
OTU5644	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5645	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5646	k__Fungi						
OTU5647	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5648	k__Fungi	p__Ascomycota					
OTU5649	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5650	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5651	k__Fungi						
OTU5652	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5653	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5654	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5655	k__Fungi	p__Chytridiomycota					
OTU5656	k__Fungi						
OTU5657	k__Fungi	p__Ascomycota					
OTU5658	k__Fungi						
OTU5659	k__Fungi						
OTU5660	k__Fungi	p__Ascomycota					
OTU5661	k__Fungi						
OTU5662	k__Fungi	p__Ascomycota					
OTU5663	k__Fungi						
OTU5664	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5665	k__Fungi	p__Ascomycota					
OTU5666	k__Fungi						
OTU5667	k__Fungi	p__Ascomycota					
OTU5668	k__Fungi						
OTU5669	k__Fungi	p__Chytridiomycota					
OTU5670	k__Fungi	p__Chytridiomycota					
OTU5671	k__Fungi	p__Chytridiomycota					
OTU5672	k__Fungi	p__Chytridiomycota					
OTU5673	k__Fungi	p__Chytridiomycota					
OTU5674	k__Fungi	p__Chytridiomycota					
OTU5675	k__Fungi	p__Chytridiomycota					
OTU5676	k__Fungi						
OTU5677	k__Fungi						
OTU5678	k__Fungi	p__Chytridiomycota					
OTU5679	k__Fungi						
OTU5680	k__Fungi						
OTU5681	k__Fungi						
OTU5682	k__Fungi						
OTU5683	k__Fungi						
OTU5684	k__Fungi						
OTU5685	k__Fungi						
OTU5686	k__Fungi	p__Ascomycota					
OTU5687	k__Fungi	p__Chytridiomycota					
OTU5688	k__Fungi	p__Ascomycota					
OTU5689	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5690	k__Fungi	p__Ascomycota					
OTU5691	k__Fungi						
OTU5692	k__Fungi						
OTU5693	k__Fungi						
OTU5694	k__Fungi						
OTU5695	k__Fungi						
OTU5696	k__Fungi						
OTU5697	k__Fungi						
OTU5698	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5699	k__Fungi						
OTU5700	k__Fungi	p__Ascomycota					
OTU5701	k__Fungi						
OTU5702	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5703	k__Fungi	p__Ascomycota					
OTU5704	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5705	k__Fungi						
OTU5706	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5707	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	s__pratense
OTU5708	k__Fungi	p__Ascomycota					
OTU5709	k__Fungi						
OTU5710	k__Fungi	p__Ascomycota					
OTU5711	k__Fungi	p__Chytridiomycota					
OTU5712	k__Fungi						
OTU5713	k__Fungi	p__Chytridiomycota					
OTU5714	k__Fungi						
OTU5715	k__Fungi	p__Ascomycota					
OTU5716	k__Fungi						
OTU5717	k__Fungi						
OTU5718	k__Fungi						
OTU5719	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5720	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5721	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5722	k__Fungi						
OTU5723	k__Fungi						
OTU5724	k__Fungi	p__Ascomycota					
OTU5725	k__Fungi						
OTU5726	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5727	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5728	k__Fungi	p__Chytridiomycota					
OTU5729	k__Fungi						
OTU5730	k__Fungi						
OTU5731	k__Fungi						
OTU5732	k__Fungi	p__Ascomycota					
OTU5733	k__Fungi						
OTU5734	k__Fungi						
OTU5735	k__Fungi	p__Ascomycota					
OTU5736	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5737	k__Fungi						
OTU5738	k__Fungi						
OTU5739	k__Fungi	p__Ascomycota					
OTU5740	k__Fungi						
OTU5741	k__Fungi						
OTU5742	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5743	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5744	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5745	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5746	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5747	k__Fungi						
OTU5748	k__Fungi	p__Ascomycota					
OTU5749	k__Fungi						
OTU5750	k__Fungi	p__Chytridiomycota					
OTU5751	k__Fungi	p__Ascomycota					
OTU5752	k__Fungi						
OTU5753	k__Fungi						
OTU5754	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5755	k__Fungi	p__Chytridiomycota					
OTU5756	k__Fungi						
OTU5757	k__Fungi	p__Chytridiomycota					
OTU5758	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5759	k__Fungi						
OTU5760	k__Fungi						
OTU5761	k__Fungi						
OTU5762	k__Fungi						
OTU5763	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5764	k__Fungi						
OTU5765	k__Fungi						
OTU5766	k__Fungi						
OTU5767	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5768	k__Fungi						
OTU5769	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5770	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5771	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5772	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5773	k__Fungi						
OTU5774	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5775	k__Fungi	p__Ascomycota					
OTU5776	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5777	k__Fungi	p__Ascomycota					
OTU5778	k__Fungi	p__Ascomycota					
OTU5779	k__Fungi						
OTU5780	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5781	k__Fungi						
OTU5782	k__Fungi						
OTU5783	k__Fungi						
OTU5784	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5785	k__Fungi						
OTU5786	k__Fungi						
OTU5787	k__Fungi						
OTU5788	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5789	k__Fungi						
OTU5790	k__Fungi						
OTU5791	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5792	k__Fungi	p__Ascomycota					
OTU5793	k__Fungi	p__Ascomycota					
OTU5794	k__Fungi						
OTU5795	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5796	k__Fungi						
OTU5797	k__Fungi	p__Ascomycota					
OTU5798	k__Fungi						
OTU5799	k__Fungi	p__Chytridiomycota					
OTU5800	k__Fungi	p__Chytridiomycota					
OTU5801	k__Fungi						
OTU5802	k__Fungi						
OTU5803	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5804	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5805	k__Fungi	p__Ascomycota					
OTU5806	k__Fungi						
OTU5807	k__Fungi						
OTU5808	k__Fungi						
OTU5809	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5810	k__Fungi						
OTU5811	k__Fungi	p__Chytridiomycota					
OTU5812	k__Fungi	p__Chytridiomycota					
OTU5813	k__Fungi	p__Ascomycota					
OTU5814	k__Fungi						
OTU5815	k__Fungi						
OTU5816	k__Fungi						
OTU5817	k__Fungi						
OTU5818	k__Fungi	p__Ascomycota					
OTU5819	k__Fungi						
OTU5820	k__Fungi						
OTU5821	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5822	k__Fungi	p__Chytridiomycota					
OTU5823	k__Fungi						
OTU5824	k__Fungi						
OTU5825	k__Fungi						
OTU5826	k__Fungi	p__Ascomycota					
OTU5827	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5828	k__Fungi						
OTU5829	k__Fungi						
OTU5830	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5831	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5832	k__Fungi						
OTU5833	k__Fungi						
OTU5834	k__Fungi						
OTU5835	k__Fungi	p__Ascomycota					
OTU5836	k__Fungi						
OTU5837	k__Fungi						
OTU5838	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Kurokawia	s__palmulata
OTU5839	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5840	k__Fungi	p__Ascomycota					
OTU5841	k__Fungi	p__Ascomycota					
OTU5842	k__Fungi						
OTU5843	k__Fungi						
OTU5844	k__Fungi	p__Ascomycota					
OTU5845	k__Fungi						
OTU5846	k__Fungi						
OTU5847	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5848	k__Fungi	p__Ascomycota					
OTU5849	k__Fungi	p__Ascomycota					
OTU5850	k__Fungi						
OTU5851	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5852	k__Fungi	p__Ascomycota					
OTU5853	k__Fungi						
OTU5854	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5855	k__Fungi						
OTU5856	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5857	k__Fungi	p__Ascomycota					
OTU5858	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5859	k__Fungi						
OTU5860	k__Fungi						
OTU5861	k__Fungi	p__Ascomycota					
OTU5862	k__Fungi	p__Ascomycota					
OTU5863	k__Fungi	p__Ascomycota					
OTU5864	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5865	k__Fungi	p__Chytridiomycota					
OTU5866	k__Fungi	p__Ascomycota					
OTU5867	k__Fungi						
OTU5868	k__Fungi	p__Ascomycota					
OTU5869	k__Fungi						
OTU5870	k__Fungi	p__Ascomycota					
OTU5871	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5872	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5873	k__Fungi	p__Chytridiomycota					
OTU5874	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__arunalokei
OTU5875	k__Fungi						
OTU5876	k__Fungi						
OTU5877	k__Fungi						
OTU5878	k__Fungi	p__Ascomycota					
OTU5879	k__Fungi						
OTU5880	k__Fungi	p__Ascomycota					
OTU5881	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5882	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5883	k__Fungi						
OTU5884	k__Fungi						
OTU5885	k__Fungi	p__Ascomycota					
OTU5886	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5887	k__Fungi	p__Ascomycota					
OTU5888	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5889	k__Fungi						
OTU5890	k__Fungi						
OTU5891	k__Fungi	p__Chytridiomycota					
OTU5892	k__Fungi						
OTU5893	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5894	k__Fungi						
OTU5895	k__Fungi	p__Chytridiomycota					
OTU5896	k__Fungi						
OTU5897	k__Fungi	p__Ascomycota					
OTU5898	k__Fungi						
OTU5899	k__Fungi						
OTU5900	k__Fungi	p__Ascomycota					
OTU5901	k__Fungi	p__Ascomycota					
OTU5902	k__Fungi	p__Ascomycota					
OTU5903	k__Fungi	p__Chytridiomycota					
OTU5904	k__Fungi						
OTU5905	k__Fungi						
OTU5906	k__Fungi						
OTU5907	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
OTU5908	k__Fungi						
OTU5909	k__Fungi						
OTU5910	k__Fungi						
OTU5911	k__Fungi	p__Ascomycota					
OTU5912	k__Fungi						
OTU5913	k__Fungi						
OTU5914	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5915	k__Fungi						
OTU5916	k__Fungi						
OTU5917	k__Fungi	p__Ascomycota					
OTU5918	k__Fungi	p__Ascomycota					
OTU5919	k__Fungi						
OTU5920	k__Fungi						
OTU5921	k__Fungi	p__Ascomycota					
OTU5922	k__Fungi						
OTU5923	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5924	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5925	k__Fungi	p__Chytridiomycota					
OTU5926	k__Fungi	p__Chytridiomycota					
OTU5927	k__Fungi						
OTU5928	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5929	k__Fungi						
OTU5930	k__Fungi						
OTU5931	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5932	k__Fungi						
OTU5933	k__Fungi	p__Ascomycota					
OTU5934	k__Fungi	p__Ascomycota					
OTU5935	k__Fungi						
